Number,English,Spanish,French,German,Hindi
1529,desktop computer,computadora de escritorio,ordinateur de bureau,Desktop-Computer,मेज पर रहने वाला कंप्यूटर
1530,dial telephone,teléfono de marcación,ligne de téléphone,Wahltelefon,डायल टेलीफोन
1531,diaper,pañal,couche,Windel,डायपर
1532,digital clock,reloj digital,horloge digitale,Digitaluhr,डिजिटल घड़ी
1533,digital watch,reloj digital,montre numérique,Digitaluhr,डिजिटल घड़ी
1534,dining table,comedor,table à manger,Esstisch,खाने की मेज
1535,dishrag,trapo para fregar platos,dishrag,dishrag,थाली पीछने का कपड़ा
1536,dishwasher,lavaplatos,lave-vaisselle,Geschirrspülmaschine,बर्तन साफ़ करने वाला
1537,disk brake,frenos de disco,Frein à disque,Scheibenbremse,डिस्क ब्रेक
1538,dock,muelle,Dock,Dock,गोदी
1539,dogsled,trineo de perros,traîneau à chiens,Hundeschlitten,कुत्ते की बेपहियों की गाड़ी
1540,dome,Hazme,dôme,Kuppel,गुंबद
1541,doormat,felpudo,carpette,Fußabtreter,doormat
1542,drilling platform,plataforma de perforación,plate-forme de forage,Bohrplattform,ड्रिलिंग प्लेटफॉर्म
1543,drum,tambor,tambouriner,Trommel,ड्रम
1544,drumstick,palillo de tambor,pilon,Trommelschlägel,ढोल का छड़ी
1545,dumbbell,pesa,haltère,Hantel,डम्बल
1546,Dutch oven,horno holandés,Four néerlandais,Schmortopf,हालैंड का चूल्हा
1547,electric fan,ventilador eléctrico,ventilateur électrique,Elektrolüfter,बिजली का पंखा
1548,electric guitar,guitarra electrica,guitare électrique,elektrische Gitarre,विद्युत गिटार
1549,electric locomotive,locomotora eléctrica,locomotive électrique,Elektrolokomotive,बिजली का रेल का इंजन
1550,entertainment center,Centro de entretenimiento,centre de divertissement,Unterhaltungszentrum,मनोरंजन केंद्र
1551,envelope,sobre,enveloppe,Briefumschlag,लिफ़ाफ़ा
1552,espresso maker,cafetera exprés,espresso,Espressomaschine,एस्प्रेसो निर्माता
1553,face powder,polvos,poudre pour le visage,Gesichtspuder,फेस पाउडर
1554,feather boa,Boa de plumas,boa de plumes,Federboa,पंख बोआ
1555,file,expediente,déposer,Datei,फ़ाइल
1556,fireboat,fireboat,fireboat,fireboat,फायरबोट
1557,fire engine,camion de bomberos,camion de pompier,Feuerwehrwagen,दमकल
1558,fire screen,pantalla de fuego,écran pare-feu,Feuer Bildschirm,आग स्क्रीन
1559,flagpole,asta de bandera,mât pour drapeau,Fahnenstange,flagpole
1560,flute,flauta,flûte,Flöte,बांसुरी
1561,folding chair,silla plegable,chaise pliante,Klappstuhl,खुलने और बंधनेवाली कुर्सी
1562,football helmet,casco de fútbol,casque de football américain,Football helm,फुटबॉल हेलमेट
1563,forklift,máquina elevadora,chariot élévateur,Gabelstapler,फोर्कलिफ्ट
1564,fountain,fuente,Fontaine,Brunnen,झरना
1565,fountain pen,Pluma fuente,stylo à encre,Füller,कलम
1566,four-poster,dosel,quatre affiches,Himmel,चार पोस्टर
1567,freight car,vagón de carga,wagon à marchandises,Güterwagen,भाड़े की गाड़ी
1568,French horn,cuerno francés,cor français,Waldhorn,फ्रेंच भोंपू
1569,frying pan,sartén,poêle à frire,Bratpfanne,तलने की कड़ाही
1570,fur coat,abrigo de piel,manteau de fourrure,Pelz,फर कोट
1571,garbage truck,camión de la basura,camion à ordures,Müllwagen,कचरे का ट्रक
1572,gasmask,máscara de gas,masque à gaz,Gasmaske,गैस मास्क
1573,gas pump,bomba de gas,pompe à essence,Zapfsäule,गैस पंप
1574,goblet,copa,gobelet,Kelch,कटोरा
1575,go-kart,kart,go-kart,Go-Kart,गो-कार्ट
1576,golf ball,pelota de golf,balle de golf,Golfball,गोल्फ की गेंद
1577,golfcart,carro de golf,voiturette de golf,Golfwagen,गोल्फ कार्ट
1578,gondola,góndola,gondole,Gondel,ट्रक
1579,gong,gong,gong,Gong,घंटा
1580,gown,vestido,robe,Kleid,गाउन
1581,grand piano,piano de cola,grand piano,Konzertflügel,बहुत बड़ा प्याने
1582,greenhouse,invernadero,serre,Gewächshaus,ग्रीन हाउस
1583,grille,reja,grille,Gitter,जंगला
1584,grocery store,tienda de comestibles,épicerie,Lebensmittelmarkt,किराने की दुकान
1585,guillotine,guillotina,guillotine,Guillotine,गिलोटिन
1586,hair slide,diapositiva de pelo,barrette,Haarspange,आलपीन
1587,hair spray,spray para el pelo,Laque pour les cheveux,Haarspray,हेअर स्प्रे
1588,half track,media pista,À mi-parcours,Halbe Strecke,आधा ट्रैक
1589,hammer,martillo,marteau,Hammer,हथौड़ा
1590,hamper,cesto,entraver,Korb,बाधा
1591,hand blower,soplador de mano,souffleur à main,Handgebläse,हाथ धौंकनी
1592,hand-held computer,computadora de mano,main tenue ordinateur,Handheld-Computer,हाथ में पकड़ा जा सके ऐसा कंप्यूटर
1593,handkerchief,pañuelo,mouchoir,Taschentuch,रूमाल
1594,hard disc,disco rígido,le disque dur,Festplatte,हार्ड डिस्क
1595,harmonica,harmónica,harmonica,Mundharmonika,अकार्डियन
1596,harp,arpa,harpe,Harfe,वीणा
1597,harvester,segador,moissonneur,Mähdrescher,फ़सल काटने की मशीन
1598,hatchet,hacha,hachette,Beil,कुल्हाड़ी
1599,holster,funda,étui de revolver,Halfter,पिस्तौलदान
1600,home theater,cine en casa,cinéma maison,Heimkino,होम थियेटर
1601,honeycomb,panal,rayon de miel,Bienenwabe,मधुकोश का
1602,hook,gancho,accrocher,Haken,अंकुड़ा
1603,hoopskirt,hoopskirt,hoopskirt,Reifenrock,hoopskirt
1604,horizontal bar,barra horizontal,barre horizontale,horizontale Linie,क्षैतिज पट्टी
1605,horse cart,carro de caballos,char à cheval,Pferdewagen,घोड़ा गाड़ी
1606,hourglass,reloj de arena,Sablier,Sanduhr,hourglass
1607,iPod,iPod,iPod,iPod,आइपॉड
1608,iron,planchar,le fer,Eisen,लोहा
1609,jack-o'-lantern,jack-o'-lantern,citrouille d'Halloween,Jack O'Lantern,जैक ओ लालटेन
1610,jean,vaquero,en jean,jean,जीन
1611,jeep,todoterreno,jeep,Jeep,जीप
1612,jersey,jersey,Jersey,Jersey,जर्सी
1613,jigsaw puzzle,rompecabezas,puzzle,Puzzle,आरा पहेली
1614,jinrikisha,jinrikisha,jinrikisha,jinrikisha,jinrikisha
1615,joystick,palanca de mando,manette,Joystick,जोस्टिक
1616,kimono,kimono,kimono,Kimono,कीमोनो
1617,knee pad,rodillera,genouillère,Knieschoner,मेने पता किया
1618,knot,nudo,nouer,Knoten,गांठ
1619,lab coat,bata de laboratorio,blouse de laboratoire,Laborkittel,प्रयोगशाला कोट
1620,ladle,cucharón,louche,Kelle,करछुल
1621,lampshade,pantalla de lámpara,abat-jour,Lampenschirm,छाया
1622,laptop,computadora portátil,portable,Laptop,लैपटॉप
1623,lawn mower,cortacésped,tondeuse à gazon,Rasenmäher,लॉन की घास काटने वाली मशीन
1624,lens cap,tapa de la lente,protège-objectif,Objektivkappe,लेंस कैप
1625,letter opener,abrecartas,ouvre-lettre,Brieföffner,कागज़ काटने का चाकू
1626,library,Biblioteca,bibliothèque,Bibliothek,पुस्तकालय
1627,lifeboat,bote salvavidas,canot de sauvetage,Rettungsboot,जीवन नौका
1628,lighter,encendedor,briquet,Feuerzeug,लाइटर
1629,limousine,limusina,limousine,Limousine,लिमोसिन
1630,liner,transatlántico,doublure,Buchse,लाइनर
1631,lipstick,lápiz labial,rouge à lèvres,Lippenstift,लिपस्टिक
1632,Loafer,Mocasín,Flâneur,Bummler,आवारा
1633,lotion,loción,lotion,Lotion,लोशन
1634,loudspeaker,altoparlante,haut-parleur,Lautsprecher,ध्वनि-विस्तारक यंत्र
1635,loupe,lupa,loupe,Lupe,लूप
1636,lumbermill,Serreria,scierie,Sägewerk,चीरघर
1637,magnetic compass,brújula,compas magnétique,magnetischer Kompass,चुम्बकीय परकार
1638,mailbag,saca de correos,sac postal,Postsack,डाक का थैला
1639,mailbox,buzón,boites aux lettres,Briefkasten,मेलबॉक्स
1640,maillot,maillot,MAILLOT,maillot,ट्रिको
1641,maillot,maillot,MAILLOT,maillot,ट्रिको
1642,manhole cover,tapa de registro,regard de,Gullydeckel,मैनहोल कवर
1643,maraca,maraca,maraca,Rassel,maraca
1644,marimba,marimba,marimba,Marimba,marimba
1645,mask,máscara,masquer,Maske,मुखौटा
1646,matchstick,fósforo,matchstick,Zündholz,matchstick
1647,maypole,mayo,mât enrubanné,Maibaum,फूल से सजाया हुआ डण्डा जिस की चारों ओर अंग्रेज़ लोग मई के उत्सव
1648,maze,laberinto,Labyrinthe,Matze,भूल भुलैया
1649,measuring cup,taza de medir,Tasse à mesurer,Messbecher,मापने वाला कप
1650,medicine chest,botiquin,armoire à pharmacie,Hausapotheke,दवाओं का बक्सा
1651,megalith,megalito,mégalithe,Megalith,बड़ा पत्थर
1652,microphone,micrófono,microphone,Mikrofon,माइक्रोफ़ोन
1653,microwave,microonda,four micro onde,Mikrowelle,माइक्रोवेव
1654,military uniform,uniforme militar,uniforme militaire,Militäruniform,सैन्य वर्दी
1655,milk can,la leche puede,peut lait,Milchkanne,दूध का डब्बा
1656,minibus,microbús,minibus,Kleinbus,छोटा बस
1657,miniskirt,mini falda,mini-jupe,Minirock,मिनी स्कर्ट
1658,minivan,monovolumen,mini-fourgonnette,Minivan,मिनीवैन
1659,missile,misil,missile,Rakete,मिसाइल
1660,mitten,mitón,mitaine,Fäustling,एक प्रकार का दस्ताना
1661,mixing bowl,tazón,bol,Rührschüssel,मिश्रण का कटोरा
1662,mobile home,casa móvil,mobile home,Wohnwagen,मोबाइल घर
1663,Model T,modelo T,modèle T,T-Modell,मॉडल टी
1664,modem,módem,modem,Modem,मोडम
1665,monastery,monasterio,monastère,Kloster,मठ
1666,monitor,monitor,surveiller,Monitor,मॉनिटर
1667,moped,ciclomotor,vélomoteur,Moped,इंजन से साइकिल
1668,mortar,mortero,mortier,Granatwerfer,गारा
1669,mortarboard,birrete,mortier,Doktorhut,बाज़
1670,mosque,mezquita,mosquée,Moschee,मस्जिद
1671,mosquito net,mosquitero,moustiquaire,Moskitonetz,मच्छरदानी
1672,motor scooter,motor de scooter,scooter,Motorroller,मोटर स्कूटर
1673,mountain bike,bicicleta de montaña,vélo de montagne,Mountainbike,पहाड़ी साइकिल
1674,mountain tent,tienda de montaña,tente montagne,Bergzelt,पहाड़ तम्बू
1675,mouse,ratón,Souris,Maus,चूहा
1676,mousetrap,ratonera,piege a souris,Mausefalle,चूहादानी
1677,moving van,van en movimiento,Camion de déménagement,Umzugswagen,गतिशील वैन
1678,muzzle,bozal,museau,Schnauze,थूथन
1679,nail,clavo,ongle,Nagel,नाखून
1680,neck brace,cuello ortopédico,Minerve,Nacken-Stütze,गर्दन मेंने बांधने वाला पट्टा
1681,necklace,collar,Collier,Halskette,हार
1682,nipple,pezón,mamelon,Nippel,चूची
1683,notebook,computadora portátil,carnet,Notizbuch,स्मरण पुस्तक
1684,obelisk,obelisco,obélisque,Obelisk,स्मारक-स्तंभ
1685,oboe,oboe,hautbois,Oboe,ओबाउ
1686,ocarina,ocarina,ocarina,Okarina,ocarina
1687,odometer,cuentakilómetros,odomètre,Kilometerzähler,ओडोमीटर
1688,oil filter,filtro de aceite,filtre à l'huile,Ölfilter,तेल छन्नी
1689,organ,Organo,organe,Organ,अंग
1690,oscilloscope,osciloscopio,oscilloscope,Oszilloskop,आस्टसीलस्कप
1691,overskirt,sobrefalda,surjupe,Overskirt,overskirt
1692,oxcart,carreta,oxcart,Gespann,बैलगाड़ी जिसमें
1693,oxygen mask,mascara de oxigeno,masque d'oxygène,Sauerstoffmaske,ऑक्सीजन मास्क
1694,packet,paquete,paquet,Paket,पैकेट
1695,paddle,paleta,pagayer,Paddel,चप्पू
1696,paddlewheel,Rueda de paletas,roue à aubes,Schaufelrad,पतवार चलाने वाला पहिया
1697,padlock,candado,cadenas,Vorhängeschloss,ताला
1698,paintbrush,Cepillo de pintura,pinceau,Pinsel,तूलिका
1699,pajama,pijama,pyjama,Schlafanzug,पजामा
1700,palace,palacio,palais,Palast,महल
1701,panpipe,zampoña,panpipe,Panflöte,मुरली
1702,paper towel,toalla de papel,essuie-tout,papierhandtuch,पेपर तौलिया
1703,parachute,paracaídas,parachute,Fallschirm,पैराशूट
1704,parallel bars,barras paralelas,barres parallèles,Barren,समानांतर सलाखें
1705,park bench,Banco del parque,banc de parc,Parkbank,पार्क बेंच
1706,parking meter,parquímetro,parcmètre,Parkuhr,पार्किंग मीटर
1707,passenger car,automóviles de turismo,voiture de voyageurs,Personenkraftwagen,यात्री कार
1708,patio,patio,patio,Terrasse,आंगन
1709,pay-phone,teléfono público de monedas,taxiphone,Münztelefon,पे-फोन
1710,pedestal,pedestal,piédestal,Sockel,कुरसी
1711,pencil box,caja de lápices,boîte à crayons,Stiftebox,क़लमदान
1712,pencil sharpener,sacapuntas,taille-crayon,Bleistiftspitzer,पेंसिल शापनर
1713,perfume,perfume,parfum,Parfüm,इत्र
1714,Petri dish,placa de Petri,pain béni,Petrischale,पेट्री डिश
1715,photocopier,fotocopiadora,photocopieur,Kopiergerät,फोटोकॉपियर
1716,pick,elegir,prendre,pflücken,चुनना
1717,pickelhaube,pickelhaube,pickelhaube,Pickelhaube,pickelhaube
1718,picket fence,valla,palissade,Lattenzaun,धरना बाड़
1719,pickup,recoger,Récupérer,abholen,पिक अप
1720,pier,muelle,jetée,Seebrücke,घाट
1721,piggy bank,hucha,tirelire,Sparschwein,गुल्लक
1722,pill bottle,frasco de pastillas,bouteille de pilules,Tablettendose,गोली की बोतल
1723,pillow,almohada,oreiller,Kissen,तकिया
1724,ping-pong ball,pelota de ping pong,balle de ping pong,Tischtennisball,पिंग पॉन्ग गेंद
1725,pinwheel,molinillo,pinwheel,Windrad,पिनव्हील
1726,pirate,pirata,pirate,Pirat,समुद्री डाकू
1727,pitcher,lanzador,lanceur,Krug,मटकी
1728,plane,avión,avion,Flugzeug,विमान
1729,planetarium,planetario,planétarium,Planetarium,नक्षत्र-भवन
1730,plastic bag,bolsa de plastico,sac plastique,Plastiktüte,प्लास्टिक बैग
1731,plate rack,escurreplatos,égouttoir,Tellerhalter,प्लेट रैक
1732,plow,arado,charrue,Pflug,हल
1733,plunger,émbolo,piston,Stempel,सवार
1734,Polaroid camera,cámara Polaroid,appareil Polaroïd,Polaroidkamera,पोलारिड कैमेरा
1735,pole,polo,pôle,Pole,खंभा
1736,police van,camioneta de la policía,fourgon de police,Polizeiwagen,पुलिस वैन
1737,poncho,poncho,poncho,Poncho,पोंचो
1738,pool table,mesa de billar,table de billard,Billardtisch,टेबल खींचे
1739,pop bottle,botella de refresco,bouteille pop,pop bottle,पॉप बोतल
1740,pot,maceta,pot,Topf,मटका
1741,potter's wheel,rueda de alfarero,tour de potier,Töpferscheibe,कुम्हार का चाक
1742,power drill,taladradora eléctrica,perceuse électrique,Bohrmaschine,ऊर्जा छेदन यंत्र
1743,prayer rug,alfombra de rezo,tapis de prière,Gebetsteppich,प्रार्थना का गलीचा
1744,printer,impresora,imprimante,Drucker,मुद्रक
1745,prison,prisión,prison,Gefängnis,जेल व
1746,projectile,proyectil,projectile,Projektil,प्रक्षेप्य
1747,projector,proyector,projecteur,Beamer,प्रक्षेपक
1748,puck,disco,palet,Puck,शरारती बच्चा
1749,punching bag,saco de boxeo,sac de boxe,Boxsack,पंचिंग बैग
1750,purse,cartera,Bourse,Geldbörse,पर्स
1751,quill,pluma,penne,Feder,मोड़ना
1752,quilt,edredón,courtepointe,Decke,रजाई
1753,racer,corredor,coureur,Rennfahrer,घुड़दौड़ का घोड़ा
1754,racket,raqueta,raquette,Schläger,रैकेट
1755,radiator,radiador,radiateur,Kühler,रेडियेटर
1756,radio,radio,radio,Radio,रेडियो
1757,radio telescope,Radio telescopio,radiotélescope,Radioteleskop,रेडियो दूरबीन
1758,rain barrel,barril de lluvia,baril,regen barrel,बारिश बैरल
1759,recreational vehicle,vehículo recreacional,véhicule récréatif,Wohnmobil,मनोरंजन वाहन
1760,reel,carrete,bobine,Spule,रील
1761,reflex camera,cámara reflex,reflex,Spiegelreflexkamera,अनैच्छिक केमेरा
1762,refrigerator,refrigerador,réfrigérateur,Kühlschrank,फ्रिज
1763,remote control,control remoto,télécommande,Fernbedienung,रिमोट कंट्रोल
1764,restaurant,restaurante,le restaurant,Restaurant,खाने की दुकान
1765,revolver,revólver,revolver,Revolver,रिवाल्वर
1766,rifle,rifle,fusil,Gewehr,राइफल
1767,rocking chair,mecedora,fauteuil à bascule,Schaukelstuhl,दोलन कुर्सी
1768,rotisserie,asador,rôtissoire,Rotisserie,rotisserie
1769,rubber eraser,goma de borrar,gomme,Radiergummi,मिटाने वाला रबर
1770,rugby ball,Pelota de rugby,ballon de rugby,Rugby Ball,रग्बी गेंद
1771,rule,regla,régner,Regel,नियम
1772,running shoe,Zapatos para correr,chaussure de course,Laufschuh,दौड़ने का जूता
1773,safe,a salvo,sûr,sicher,सुरक्षित
1774,safety pin,imperdible,épingle de sûreté,Sicherheitsnadel,कोना न चुभनेवाली आलपीन
1775,saltshaker,salero,salière,Salzstreuer,नमकदानी
1776,sandal,sandalia,sandale,Sandale,चप्पल
1777,sarong,pareo de malasia,sarong,Sarong,हिंदेशियन वस्र
1778,sax,saxófono,saxo,Saxophon,पत्थर में छेद करने का औजार
1779,scabbard,vaina,fourreau,Scheide,म्यान
1780,scale,escala,escalader,Rahmen,स्केल
1781,school bus,autobús escolar,bus scolaire,Schulbus,स्कूल बस
1782,schooner,goleta,goélette,Schoner,दो मस्तूलों का जहाज़
1783,scoreboard,marcador,tableau de bord,Anzeigetafel,स्कोर बोर्ड
1784,screen,pantalla,écran,Bildschirm,स्क्रीन
1785,screw,tornillo,visser,Schraube,स्क्रू
1786,screwdriver,destornillador,Tournevis,Schraubendreher,पेंचकस
1787,seat belt,cinturón de seguridad,ceinture de sécurité,Sicherheitsgurt,सीट बेल्ट
1788,sewing machine,máquina de coser,machine à coudre,Nähmaschine,सिलाई मशीन
1789,shield,proteger,bouclier,Schild,शील्ड
1790,shoe shop,tienda de zapatos,magasin de chaussures,Schuhladen,जूते की दुकान
1791,shoji,Shoji,Shoji,Shoji,शोजी
1792,shopping basket,cesta de la compra,panier,Einkaufskorb,खरीदारी की टोकरी
1793,shopping cart,Carro de compras,Panier,Einkaufswagen,शॉपिंग कार्ट
1794,shovel,pala,pelle,Schaufel,बेलचा
1795,shower cap,gorro de ducha,Bonnet de bain,Duschhaube,शॉवर कैप
1796,shower curtain,cortina de la ducha,rideau de douche,Duschvorhang,शावर में लगाने वाला पर्दा
1797,ski,esquí,ski,Ski,स्की
1798,ski mask,máscara de esquí,masque de ski,Ski-Maske,स्की मुखौटा
1799,sleeping bag,bolsa de dormir,sac de couchage,Schlafsack,सोने का थैला
1800,slide rule,regla de cálculo,règle à calcul,Rechenschieber,स्लाइड नियम
1801,sliding door,puerta corrediza,porte coulissante,Schiebetür,सरकाने वाला दरवाजा
1802,slot,espacio,fente,Slot,स्लॉट
1803,snorkel,tubo respirador,tuba,Schnorchel,स्नोर्कल
1804,snowmobile,motonieve,motoneige,Schneemobil,स्नोमोबाइल
1805,snowplow,quitanieves,chasse-neige,Schneepflug,बर्फ हल
1806,soap dispenser,dispensador de jabón,distributeur de savon,Seifenspender,साबुन मशीन
1807,soccer ball,balón de fútbol,ballon de football,Fußball,सॉकर बॉल
1808,sock,calcetín,chaussette,Socke,मौज़ा
1809,solar dish,plato solar,Antenne solaire,Solar-Gericht,सौर पकवान
1810,sombrero,sombrero,sombrero,Sombrero,चौड़े किनारे की एक प्रकार की अँग्रेज़ी टोपी
1811,soup bowl,tazón de sopa,bol de soupe,Suppenschüssel,सूप का कटोरा
1812,space bar,espaciador,barre d'espacement,Leertaste,स्पेस बार
1813,space heater,calentador,appareil de chauffage,Raumheizkörper,स्पेस हीटर
1814,space shuttle,transbordador espacial,navette spatiale,Space Shuttle,अंतरिक्ष शटल
1815,spatula,espátula,spatule,Spatel,रंग
1816,speedboat,lancha rápida,vedette,Rennboot,स्पीडबोट
1817,spider web,telaraña,toile d'araignée,Spinnennetz,मकड़ी का जाला
1818,spindle,huso,broche,Spindel,धुरा
1819,sports car,coche deportivo,voiture de sport,Sportwagen,स्पोर्ट्स कार
1820,spotlight,destacar,projecteur,Scheinwerfer,सुर्खियों
1821,stage,etapa,étape,Bühne,मंच
1822,steam locomotive,locomotora de vapor,locomotive à vapeur,Dampflokomotive,भाप गतिविशिष्ट
1823,steel arch bridge,puente de arco de acero,pont en arc en acier,Stahlbogenbrücke,इस्पात कट्टर पुल
1824,steel drum,tambor de acero,tonneau en acier,Stahltrommel,स्टील का ड्रम
1825,stethoscope,estetoscopio,stéthoscope,Stethoskop,परिश्रावक
1826,stole,robó,a volé,Stahl,चुराई
1827,stone wall,Pared de piedra,mur de pierre,Steinwand,पत्थर की दीवार
1828,stopwatch,cronógrafo,chronomètre,Stoppuhr,स्टॉपवॉच देखनी
1829,stove,cocina,le fourneau,Herd,स्टोव
1830,strainer,colador,passoire,Sieb,झरनी
1831,streetcar,tranvía,tramway,Straßenbahn,ट्राम
1832,stretcher,camilla,tendeur,Bahre,स्ट्रेचर
1833,studio couch,sofá cama,canapé,Schlafcouch,स्टूडियो सोफे
1834,stupa,estupa,stupa,Stupa,स्तूप
1835,submarine,submarino,sous-marin,U-Boot,पनडुब्बी
1836,suit,traje,costume,passen,सूट
1837,sundial,reloj de sol,cadran solaire,Sonnenuhr,धूपघड़ी
1838,sunglass,gafas de sol,sunglass,Sonnenbrille,धूप के चश्मे
1839,sunglasses,Gafas de sol,des lunettes de soleil,Sonnenbrille,धूप का चश्मा
1840,sunscreen,protector solar,crème solaire,Sonnenschutz,सनस्क्रीन
1841,suspension bridge,puente colgante,pont suspendu,Hängebrücke,निलंबन पुल
1842,swab,torunda,écouvillon,Tupfer,पट्टी
1843,sweatshirt,camisa de entrenamiento,sweat-shirt,Sweatshirt,स्वेट-शर्ट
1844,swimming trunks,traje de baño,maillot de bain,Badehose,पुरुषों की तैराकी की पोशाक
1845,swing,balancearse,se balancer,schwingen,जोरों
1846,switch,cambiar,changer,Schalter,स्विच
1847,syringe,jeringuilla,seringue,Spritze,सिरिंज
1848,table lamp,Lámpara de mesa,lampe de table,Tischlampe,टेबल लैंप
1849,tank,tanque,Char,Panzer,टैंक
1850,tape player,reproductor de cintas,lecteur de cassettes,Kassettenspieler,टेप प्लेयर
1851,teapot,tetera,théière,Teekanne,चायदानी
1852,teddy,osito de peluche,peluche,teddy,टेडी
1853,television,televisión,télévision,Fernsehen,टेलीविजन
1854,tennis ball,Pelota de tenis,balle de tennis,Tennis Ball,टेनिस बॉल
1855,thatch,paja,chaume,Stroh,छप्पर
1856,theater curtain,cortina de teatro,rideau de théâtre,Theater-Vorhang,थिएटर पर्दा
1857,thimble,dedal,dé,Fingerhut,नोक
1858,thresher,trilladora,batteuse,Dreschmaschine,गाहनेवाला
1859,throne,trono,trône,Thron,सिंहासन
1860,tile roof,teja,Toit en tuiles,Ziegeldach,टाइल की छत
1861,toaster,tostadora,grille-pain,Toaster,टोअस्टर
1862,tobacco shop,tienda de tabaco,boutique de tabac,Tabak Laden,तम्बाकू की दुकान
1863,toilet seat,asiento del baño,siège de toilette,Toilleten Sitz,शौचालय की सीट
1864,torch,antorcha,torche,Fackel,मशाल
1865,totem pole,tótem,totem,Totempfahl,टोटेम पोल
1866,tow truck,camión de remolque,dépanneuse,Abschleppfahrzeug,टो ट्रक
1867,toyshop,tienda de juguetes,Magasin de jouets,Spielzeugladen,खिलौने की दुकान
1868,tractor,tractor,tracteur,Traktor,ट्रैक्टर
1869,trailer truck,camión de remolque,camion remorque,Sattelzug,ट्रेलर ट्रक
1870,tray,bandeja,plateau,Tablett,ट्रे
1871,trench coat,gabardina,trench-coat,Regenmantel,बरसाती
1872,tricycle,triciclo,tricycle,Dreirad,तिपहिया साइकिल
1873,trimaran,trimarán,trimaran,Trimaran,trimaran
1874,tripod,trípode,trépied,Stativ,तिपाई
1875,triumphal arch,arco triunfal,arc de Triomphe,Triumphbogen,विजय स्मारक
1876,trolleybus,trolebús,trolleybus,Obus,trolleybus
1877,trombone,trombón,trombone,Posaune,तुरही
1878,tub,tina,baignoire,Wanne,टब
1879,turnstile,torniquete,tourniquet,Drehkreuz,घूमने वाला दरवाज़ा
1880,typewriter keyboard,teclado de máquina de escribir,clavier de machine à écrire,Schreibmaschinen-Tastatur,टाइपराइटर कुंजीपटल
1881,umbrella,paraguas,parapluie,Regenschirm,छाता
1882,unicycle,monociclo,monocycle,Einrad,यूनीसाइकिल
1883,upright,vertical,droit,aufrecht,ईमानदार
1884,vacuum,aspiradora,vide,Vakuum,शून्य स्थान
1885,vase,jarrón,vase,Vase,फूलदान
1886,vault,bóveda,sauter,Gewölbe,मेहराब
1887,velvet,terciopelo,velours,Samt,मख़मली
1888,vending machine,máquina expendedora,distributeur automatique,Verkaufsautomat,व्यापारिक मशीन
1889,vestment,vestimenta,vêtement,Ornat,वस्र
1890,viaduct,viaducto,viaduc,Viadukt,पुल
1891,violin,violín,violon,Violine,वायोलिन
1892,volleyball,vóleibol,volley-ball,Volleyball,वालीबाल
1893,waffle iron,plancha de gofres,gaufrier,Waffeleisen,वेफ़ल आयरन
1894,wall clock,reloj de pared,horloge murale,Wanduhr,दीवार की घडी
1895,wallet,cartera,portefeuille,Brieftasche,बटुआ
1896,wardrobe,guardarropa,penderie,Kleiderschrank,अलमारी
1897,warplane,avión de guerra,warplane,warplane,warplane
1898,washbasin,lavabo,lavabo,Waschbecken,चिलमची
1899,washer,lavadora,machine à laver,Waschmaschine,वॉशर
1900,water bottle,botella de agua,bouteille d'eau,Wasserflasche,पानी की बोतल
1901,water jug,jarra de agua,broc d'eau,Wasserkrug,पानी का घड़ा
1902,water tower,Torre de agua,château d'eau,Wasserturm,जल स्तंभ
1903,whiskey jug,jarra de whisky,cruche whisky,Whiskey Krug,व्हिस्की सुराही
1904,whistle,silbar,siffler,pfeifen,सीटी
1905,wig,peluca,perruque,Perücke,विग
1906,window screen,pantalla de la ventana,écran de fenêtre,Fensterscheibe,खिड़की का पर्दा
1907,window shade,persiana,ombre fenêtre,Fensterschatten,खिड़की की छाया
1908,Windsor tie,lazo de Windsor,cravate Windsor,Windsor Krawatte,विंडसर टाई
1909,wine bottle,botella de vino,bouteille de vin,Weinflasche,शराब की बोतल
1910,wing,ala,aile,Flügel,विंग
1911,wok,wok,wok,Wok,कडाई
1912,wooden spoon,cuchara de madera,cuillère en bois,Holzlöffel,लकड़ी की चम्मच
1913,wool,lana,laine,wolle,ऊन
1914,worm fence,valla de gusano,clôture à vis sans fin,Wurm Zaun,कीड़ा बाड़
1915,wreck,naufragio,épave,Wrack,जहाज के मलबे
1916,yawl,yola,yawl,Jolle,yawl
1917,yurt,yurta,yourte,Jurte,yurt
1918,web site,sitio web,site Internet,Webseite,वेबसाइट
1919,comic book,libro cómico,bande dessinée,Comic,हास्य पुस्तक
1920,crossword puzzle,crucigrama,mots croisés,Kreuzworträtsel,पहेली
1921,street sign,cartel de la calle,Panneau de signalisation,Straßenschild,सड़क पर चिन्ह
1922,traffic light,semáforo,feu de circulation,Ampel,ट्रैफिक - लाइट
1923,book jacket,solapa del libro,Couverture de livre,Buchumschlag,जाकेट को बूक कर दो
1924,menu,menú,menu,Speisekarte,मेन्यू
1925,plate,lámina,assiette,Teller,प्लेट
1926,guacamole,guacamole,guacamole,Guacamole,गुआकामोल
1927,consomme,consomé,consommé,Konsommee,शोरवा
1928,hot pot,olla caliente,hot pot,Hot Pot,मांस और सब्जी मिश्रित पकवान
1929,trifle,nimiedad,bagatelle,Kleinigkeit,छोटी सी
1930,ice cream,helado,crème glacée,Eiscreme,आइसक्रीम
